"name_name","name_category","name_price","name_comment_count","name_comment_count_url","name_comment1","name_comment1_url","name_comment2","name_comment2_url","name_open"
"76. BRICKLANE Gallery","歐洲菜, 英國菜","$$ - $$$","219 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10539219-Reviews-BRICK_LANE_Gallery-Hong_Kong.html#REVIEWS","“萬聖節大餐🎃”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10539219-r722242210-BRICK_LANE_Gallery-Hong_Kong.html","“有情調西餐之選🍸”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10539219-r722231103-BRICK_LANE_Gallery-Hong_Kong.html","正在營業"
"77. Burger Joys","美國菜, 酒吧","$$ - $$$","208 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d8316856-Reviews-Burger_Joys-Hong_Kong.html#REVIEWS","“讓人欲罷不能的超正雞翼”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d8316856-r719579399-Burger_Joys-Hong_Kong.html","“高質 burger”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d8316856-r714396459-Burger_Joys-Hong_Kong.html","正在營業"
"78. L'Atelier de Joel Robuchon","法國菜, 歐洲菜","$$$$","787 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d809453-Reviews-L_Atelier_de_Joel_Robuchon-Hong_Kong.html#REVIEWS","“有史以來最喜歡的餐廳”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d809453-r722093390-L_Atelier_de_Joel_Robuchon-Hong_Kong.html","“對得起價錢”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d809453-r690546914-L_Atelier_de_Joel_Robuchon-Hong_Kong.html",""
"79. Le 188° 餐廳及酒廊","歐洲菜, 國際菜","$$$$","381 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2325822-Reviews-Le_188_Restaurant_Lounge-Hong_Kong.html#REVIEWS","“享受人生就來一次吧~~ 色.香.味.視覺都一流”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2325822-r722515188-Le_188_Restaurant_Lounge-Hong_Kong.html","“嘢食好高質風景都好靚”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2325822-r713642781-Le_188_Restaurant_Lounge-Hong_Kong.html","正在營業"
"80. Mirage Bar & Restaurant","酒吧, 歐洲菜","$$ - $$$","242 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d11704046-Reviews-Mirage_Bar_Restaurant-Hong_Kong.html#REVIEWS","“相聚一刻”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11704046-r720042720-Mirage_Bar_Restaurant-Hong_Kong.html","“Nice dinner”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11704046-r719823099-Mirage_Bar_Restaurant-Hong_Kong.html","正在營業"
"81. Beef & Liberty (赤柱廣場)","美國菜, 酒吧","$$ - $$$","136 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d8862440-Reviews-Beef_Liberty_Stanley_Burgers-Hong_Kong.html#REVIEWS","“環境舒適”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d8862440-r680923696-Beef_Liberty_Stanley_Burgers-Hong_Kong.html","“素漢堡”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d8862440-r678717213-Beef_Liberty_Stanley_Burgers-Hong_Kong.html","正在營業"
"82. 鼎泰豐(怡和店)","中菜, 亞洲菜","$$ - $$$","2,074 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2706744-Reviews-Din_Tai_Fung_Yee_Wo_Branch-Hong_Kong.html#REVIEWS","“過江龍”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2706744-r707657941-Din_Tai_Fung_Yee_Wo_Branch-Hong_Kong.html","“好食的店”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2706744-r703756244-Din_Tai_Fung_Yee_Wo_Branch-Hong_Kong.html","正在營業"
"83. 一點心","中菜","$","2,674 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2540306-Reviews-One_Dim_Sum_Chinese_Restaurant-Hong_Kong.html#REVIEWS","“價錢質素相對理想的點心餐廳”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2540306-r723143311-One_Dim_Sum_Chinese_Restaurant-Hong_Kong.html","“價格實惠味道好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2540306-r722742026-One_Dim_Sum_Chinese_Restaurant-Hong_Kong.html","正在營業"
"84. Chullschick","秘魯菜, 拉丁菜","$$ - $$$","91 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15193438-Reviews-Chullschick-Hong_Kong.html#REVIEWS","“好味秘魯菜，食過返尋味”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15193438-r656672408-Chullschick-Hong_Kong.html","“好食秘魯菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15193438-r655846258-Chullschick-Hong_Kong.html","正在營業"
"85. 萬麗咖啡室","亞洲菜, 國際菜","$$ - $$$","227 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1320675-Reviews-Cafe_Renaissance-Hong_Kong.html#REVIEWS","“很棒的自助餐（午餐）”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1320675-r716388825-Cafe_Renaissance-Hong_Kong.html","“出色的食物，优秀的服务员，一切都是那么完美”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1320675-r716671851-Cafe_Renaissance-Hong_Kong.html","正在營業"
"86. MO Bar at The Landmark Mandarin Oriental","酒吧, 現代創意菜","$$$$","297 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1995966-Reviews-MO_Bar_at_The_Landmark_Mandarin_Oriental-Hong_Kong.html#REVIEWS","“MO Bar - Sunday Brunch”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1995966-r661529580-MO_Bar_at_The_Landmark_Mandarin_Oriental-Hong_Kong.html","“高档的餐厅”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1995966-r644880695-MO_Bar_at_The_Landmark_Mandarin_Oriental-Hong_Kong.html","正在營業"
"87. JW Cafe","咖啡廳, 中菜","$$ - $$$","288 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1072322-Reviews-JW_Cafe-Hong_Kong.html#REVIEWS","“蟹出沒”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1072322-r714974207-JW_Cafe-Hong_Kong.html","“活在平衡時空的一個晚上（3)：香港萬豪酒店遊記 （下）JW Cafe 自助餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1072322-r700773412-JW_Cafe-Hong_Kong.html","正在營業"
"88. 半島酒店酒吧","酒吧","$$$$","168 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1746041-Reviews-The_Bar_at_The_Peninsula_Hong_Kong-Hong_Kong.html#REVIEWS","“令食物一直保持溫”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1746041-r680603156-The_Bar_at_The_Peninsula_Hong_Kong-Hong_Kong.html","“很熱鬧的酒吧”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1746041-r659261235-The_Bar_at_The_Peninsula_Hong_Kong-Hong_Kong.html","正在營業"
"89. 港畔餐廳","海鮮, 健康飲食","$$$$","589 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d793034-Reviews-Harbourside_Restaurant-Hong_Kong.html#REVIEWS","“環境一絕的自助餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d793034-r723475996-Harbourside_Restaurant-Hong_Kong.html","“彩光度極高的餐廳，有效提昇用餐心情”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d793034-r721492179-Harbourside_Restaurant-Hong_Kong.html","正在營業"
"90. 視佳廊","國際菜, 紅酒吧","$$ - $$$","324 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d781031-Reviews-Sky_Lounge-Hong_Kong.html#REVIEWS","“貴”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d781031-r705350846-Sky_Lounge-Hong_Kong.html","“Rosy Garden 玫瑰酒漾下午茶”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d781031-r704787809-Sky_Lounge-Hong_Kong.html","正在營業"
"Jan Jan Kushikatsu","日本菜, 亞洲菜","","","","","","","",""
"禾牛薈火煱館 (中國保險大廈)","亞洲菜, 中菜","","","","","","","",""
"91. Rech by Alain Ducasse","法國菜, 海鮮","$$$$","161 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d12144451-Reviews-Rech_by_Alain_Ducasse-Hong_Kong.html#REVIEWS","“一個愉快的晚上”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12144451-r717259092-Rech_by_Alain_Ducasse-Hong_Kong.html","“法國亞奎丹晚宴”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12144451-r714898318-Rech_by_Alain_Ducasse-Hong_Kong.html","正在營業"
"92. hEat","牛排, 國際菜","$$$$","93 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15662416-Reviews-HEat-Hong_Kong.html#REVIEWS","“地中海菜的邂逅”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15662416-r723463581-HEat-Hong_Kong.html","“出色嘅原料 - 熟成牛扒”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15662416-r722659647-HEat-Hong_Kong.html",""
"93. 蠔酒吧香港喜來登","海鮮, 歐洲菜","$$$$","258 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d812824-Reviews-Oyster_Wine_Bar-Hong_Kong.html#REVIEWS","“Best oyster in HK”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d812824-r714869347-Oyster_Wine_Bar-Hong_Kong.html","“滿意的一餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d812824-r708495431-Oyster_Wine_Bar-Hong_Kong.html","正在營業"
"94. 意寧谷(港麗酒店)","意大利菜, 歐洲菜","$$$$","273 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d877804-Reviews-Nicholini_s_Conrad_Hong_Kong-Hong_Kong.html#REVIEWS","“Saturday Brunch”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d877804-r717496095-Nicholini_s_Conrad_Hong_Kong-Hong_Kong.html","“生日饭”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d877804-r716911727-Nicholini_s_Conrad_Hong_Kong-Hong_Kong.html","正在營業"
"95. 翠樂庭餐廳","亞洲菜","$$ - $$$","287 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1023699-Reviews-Enchanted_Garden_Restaurant-Hong_Kong.html#REVIEWS","“哈囉喂前夕自助餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1023699-r722944345-Enchanted_Garden_Restaurant-Hong_Kong.html","“一次过满足喜爱迪士尼人物的自助餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1023699-r712767359-Enchanted_Garden_Restaurant-Hong_Kong.html",""
"96. 雲海日本料理","日本菜, 壽司","$$$$","184 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d780314-Reviews-Unkai_Japanese_Restaurant-Hong_Kong.html#REVIEWS","“Cp值高既鐵板燒任食”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d780314-r723783100-Unkai_Japanese_Restaurant-Hong_Kong.html","“意猶未盡”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d780314-r692752833-Unkai_Japanese_Restaurant-Hong_Kong.html","正在營業"
"97. Chom Chom","亞洲菜, 越南菜","$$ - $$$","426 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2561950-Reviews-Chom_Chom-Hong_Kong.html#REVIEWS","“一如既往的美味晚餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2561950-r712579519-Chom_Chom-Hong_Kong.html","“愉快的聚餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2561950-r692205319-Chom_Chom-Hong_Kong.html","正在營業"
"98. Angelini意大利餐廳","意大利菜, 歐洲菜","$$$$","347 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1101395-Reviews-Angelini-Hong_Kong.html#REVIEWS","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1101395-r722945462-Angelini-Hong_Kong.html","“180度海景”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1101395-r687988141-Angelini-Hong_Kong.html","正在營業"
"99. Grand Hyatt Steakhouse","牛排","$$$$","277 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2190309-Reviews-Grand_Hyatt_Steakhouse_Grand_Hyatt_Hong_Kong-Hong_Kong.html#REVIEWS","“服務態度一流”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2190309-r694824327-Grand_Hyatt_Steakhouse_Grand_Hyatt_Hong_Kong-Hong_Kong.html","“非常好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2190309-r693587303-Grand_Hyatt_Steakhouse_Grand_Hyatt_Hong_Kong-Hong_Kong.html","正在營業"
"100. 龍景軒","中菜, 亞洲菜","$$$$","905 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1062729-Reviews-Lung_King_Heen-Hong_Kong.html#REVIEWS","“服务周到的米其林餐厅”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1062729-r720339389-Lung_King_Heen-Hong_Kong.html","“期望太高了”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1062729-r720414275-Lung_King_Heen-Hong_Kong.html","正在營業"
"101. 大班樓","中菜, 亞洲菜","$$$$","364 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2461243-Reviews-The_Chairman-Hong_Kong.html#REVIEWS","“全港首创蟛蜞膏、意犹未尽花雕蟹、不惜工本烟燻鹅，世界50强之夜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2461243-r711025771-The_Chairman-Hong_Kong.html","“我最喜欢的中国餐馆之一”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2461243-r720421367-The_Chairman-Hong_Kong.html","正在營業"
"102. KITCHEN餐廳","亞洲菜, 國際菜","$$ - $$$","655 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d1799916-Reviews-Kitchen_W_Hotel_Hong_Kong-Hong_Kong.html#REVIEWS","“回味再回味”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1799916-r723363101-Kitchen_W_Hotel_Hong_Kong-Hong_Kong.html","“正價唔抵食嘅自助晚餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d1799916-r722744630-Kitchen_W_Hotel_Hong_Kong-Hong_Kong.html","正在營業"
"103. Motorino SoHo","意大利菜, 薄餅","$$ - $$$","493 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d4361851-Reviews-Motorino_SoHo-Hong_Kong.html#REVIEWS","“用火山石磚爐焗的薄餅”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d4361851-r683588592-Motorino_SoHo-Hong_Kong.html","“出色的意大利薄餅”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d4361851-r600980834-Motorino_SoHo-Hong_Kong.html","正在營業"
"104. 今佐日本料理","日本菜, 壽司","$$$$","133 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d927162-Reviews-Imasa-Hong_Kong.html#REVIEWS","“好抵”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d927162-r713099378-Imasa-Hong_Kong.html","“新鮮美味”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d927162-r694811419-Imasa-Hong_Kong.html","正在營業"
"105. Le Viet (旺角店)","越南菜","$$ - $$$","189 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15320092-Reviews-Le_Viet_Bank_Centre-Hong_Kong.html#REVIEWS","“CP 值夠既美味體驗”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15320092-r722182216-Le_Viet_Bank_Centre-Hong_Kong.html","“新派越南菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15320092-r721641025-Le_Viet_Bank_Centre-Hong_Kong.html","正在營業"
"106. Alto","牛排, 酒吧","$$ - $$$","277 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d10661223-Reviews-Alto_Bar_and_Grill-Hong_Kong.html#REVIEWS","“貴價西餐廳”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10661223-r719629265-Alto_Bar_and_Grill-Hong_Kong.html","“豐富的海景semi-buffet午餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d10661223-r700961770-Alto_Bar_and_Grill-Hong_Kong.html","正在營業"
"107. Giando Italian Restaurant & Bar","意大利菜, 歐洲菜","$$$$","392 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d3554138-Reviews-Giando_Italian_Restaurant_Bar-Hong_Kong.html#REVIEWS","“閒談靜嚐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3554138-r721176865-Giando_Italian_Restaurant_Bar-Hong_Kong.html","“好味＋窩心的生日晚餐（美味又快樂的生日晚餐）”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3554138-r705712578-Giando_Italian_Restaurant_Bar-Hong_Kong.html","正在營業"
"108. Chotto Maki","日本菜, 快餐","$$ - $$$","64 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d14071798-Reviews-Chotto_Maki-Hong_Kong.html#REVIEWS","“New fav spot in central”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d14071798-r721125895-Chotto_Maki-Hong_Kong.html","“用心製作高質卷物”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d14071798-r720962889-Chotto_Maki-Hong_Kong.html",""
"109. China Club","中菜, 亞洲菜","$$$$","317 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d7693632-Reviews-China_Club-Hong_Kong.html#REVIEWS","“懷舊風～老上海feel”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d7693632-r663720533-China_Club-Hong_Kong.html","“好味的中菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d7693632-r619881067-China_Club-Hong_Kong.html",""
"110. 鼎泰豐(新港店)","中菜, 亞洲菜","$$ - $$$","1,652 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d5400408-Reviews-Din_Tai_Fung_Silvercord-Hong_Kong.html#REVIEWS","“簡單的午餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d5400408-r719557926-Din_Tai_Fung_Silvercord-Hong_Kong.html","“去吧”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d5400408-r700097360-Din_Tai_Fung_Silvercord-Hong_Kong.html","正在營業"
"111. 淥鼎記","中菜","$$ - $$$","62 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15779660-Reviews-Grand_Ding_House-Hong_Kong.html#REVIEWS","“淥鼎一記麻辣雞煲”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15779660-r723196590-Grand_Ding_House-Hong_Kong.html","“宮廷式十二道風味的養生火鍋”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15779660-r723166752-Grand_Ding_House-Hong_Kong.html",""
"112. 燧石","現代創意菜","$$$$","257 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2364438-Reviews-Flint-Hong_Kong.html#REVIEWS","“午餐時間”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2364438-r713883524-Flint-Hong_Kong.html","“五星級”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2364438-r583255952-Flint-Hong_Kong.html","目前休息"
"113. 滋味廚房","印度菜, 亞洲菜","$$ - $$$","182 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d6941491-Reviews-Namaste_Kitchen-Hong_Kong.html#REVIEWS","“很好”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6941491-r712070934-Namaste_Kitchen-Hong_Kong.html","“絕妙的異國好味道”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6941491-r689240200-Namaste_Kitchen-Hong_Kong.html","正在營業"
"114. 鼎泰豐(美麗華商場)","中菜, 亞洲菜","$$ - $$$","386 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d7178801-Reviews-Din_Tai_Fung_Miramar-Hong_Kong.html#REVIEWS","“難得保持高食物質素及服務！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d7178801-r720843036-Din_Tai_Fung_Miramar-Hong_Kong.html","“美味的點心和炒飯”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d7178801-r716659455-Din_Tai_Fung_Miramar-Hong_Kong.html",""
"115. GREEN","歐洲菜, 現代創意菜","$$ - $$$","281 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2415513-Reviews-GREEN-Hong_Kong.html#REVIEWS","“兩小時任吃 Godiva 雪糕”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2415513-r722780541-GREEN-Hong_Kong.html","“優質的午市套餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2415513-r720406805-GREEN-Hong_Kong.html","正在營業"
"116. Feather & Bone - Mid Levels","牛排, 英國菜","$$ - $$$","94 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15564109-Reviews-Feather_Bone_Mid_Levels-Hong_Kong.html#REVIEWS","“週末午餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15564109-r695159276-Feather_Bone_Mid_Levels-Hong_Kong.html","“非常好的牛排和和牛”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15564109-r673608555-Feather_Bone_Mid_Levels-Hong_Kong.html","正在營業"
"117. Check-in Taipei","中菜, 亞洲菜","$$ - $$$","135 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d6611555-Reviews-Check_in_Taipei-Hong_Kong.html#REVIEWS","“有創意的台灣菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6611555-r717851445-Check_in_Taipei-Hong_Kong.html","“超正Oreo麻薯！！！”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d6611555-r717192008-Check_in_Taipei-Hong_Kong.html","正在營業"
"118. 千日里","英國菜","$$ - $$$","134 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2461285-Reviews-The_Chinnery-Hong_Kong.html#REVIEWS","“威士忌”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2461285-r690545580-The_Chinnery-Hong_Kong.html","“英倫風格”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2461285-r682623678-The_Chinnery-Hong_Kong.html","正在營業"
"119. 首首 韓式小館","亞洲菜, 韓國菜","$$ - $$$","159 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d11845397-Reviews-Bistro_Seoul-Hong_Kong.html#REVIEWS","“high end韓式食店”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11845397-r723249789-Bistro_Seoul-Hong_Kong.html","“灣仔囍帖街 首首.韓式小館”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d11845397-r722197252-Bistro_Seoul-Hong_Kong.html",""
"120. 天天海南雞飯","亞洲菜, 新加坡菜","$$ - $$$","148 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d14174765-Reviews-Tian_Tian_Hainanese_Chicken_Rice-Hong_Kong.html#REVIEWS","“豪氣派天天”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d14174765-r723246694-Tian_Tian_Hainanese_Chicken_Rice-Hong_Kong.html","“雞飯之王”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d14174765-r723212299-Tian_Tian_Hainanese_Chicken_Rice-Hong_Kong.html","正在營業"
"禾牛薈火煱館 (中國保險大廈)","亞洲菜, 中菜","","","","","","","",""
"Jan Jan Kushikatsu","日本菜, 亞洲菜","","","","","","","",""
"121. 天外天","中菜, 亞洲菜","$$$$","811 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d2390123-Reviews-Above_and_Beyond-Hong_Kong.html#REVIEWS","“美景美食”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2390123-r713923221-Above_and_Beyond-Hong_Kong.html","“這家餐廳比普通的粵菜餐廳要強，而且景色優美，可以看到漂亮的天際線”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d2390123-r720683830-Above_and_Beyond-Hong_Kong.html","正在營業"
"122. The Chinese Library","中菜, 亞洲菜","$$$$","103 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d15128192-Reviews-The_Chinese_Library-Hong_Kong.html#REVIEWS","“精緻創意粵菜”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15128192-r717334006-The_Chinese_Library-Hong_Kong.html","“精選的中餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d15128192-r716290493-The_Chinese_Library-Hong_Kong.html",""
"123. La Crêperie (Sheung Wan)","法國菜, 歐洲菜","$$ - $$$","296 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d3262566-Reviews-La_Creperie_Sheung_Wan-Hong_Kong.html#REVIEWS","“咸薄餅”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3262566-r677783214-La_Creperie_Sheung_Wan-Hong_Kong.html","“好味”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3262566-r643813564-La_Creperie_Sheung_Wan-Hong_Kong.html","正在營業"
"124. 樂園","$$ - $$$","","76 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d16670860-Reviews-Happyland-Hong_Kong.html#REVIEWS","“值得推介的主題餐廳”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d16670860-r692760349-Happyland-Hong_Kong.html","“花海”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d16670860-r693028532-Happyland-Hong_Kong.html","正在營業"
"125. Pici Pasta Bar","意大利菜, 歐洲菜","$$ - $$$","197 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d12161151-Reviews-Pici_Pasta_Bar_Wanchai-Hong_Kong.html#REVIEWS","“超级意粉控必去意大利面餐”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12161151-r718141091-Pici_Pasta_Bar_Wanchai-Hong_Kong.html","“很好的服务”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d12161151-r716292296-Pici_Pasta_Bar_Wanchai-Hong_Kong.html","正在營業"
"126. Café Crêpe","法國菜, 咖啡廳","$$ - $$$","113 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d13107532-Reviews-Cafe_Crepe-Hong_Kong.html#REVIEWS","“中環驚喜漢堡”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13107532-r720014237-Cafe_Crepe-Hong_Kong.html","“nice french crepe!”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d13107532-r717197449-Cafe_Crepe-Hong_Kong.html","正在營業"
"127. 伊斯蘭中心餐廳","中菜, 亞洲菜","$","266 則評論","https://www.tripadvisor.com.hk/Restaurant_Review-g294217-d3330314-Reviews-Islamic_Centre_Canteen-Hong_Kong.html#REVIEWS","“午餐仍是吸引我”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3330314-r702579618-Islamic_Centre_Canteen-Hong_Kong.html","“體驗”","https://www.tripadvisor.com.hk/ShowUserReviews-g294217-d3330314-r693063878-Islamic_Centre_Canteen-Hong_Kong.html","正在營業"
